Time (sec),RPM,Air Temp (C),Coolant Temp (C),TPS (%),MAP (kPa),Battery Volt (V),Fuel Open Time (ms),Starting Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),Ignition Angle (DBTDC),Digital Input #1,Digital Input #2,Digital Input #3,Digital Input #4,Digital Input #5,Digital Input #6,Digital Input #7,Digital Input #8,OIL PRES,OIL TEMP (C),Digital Output #1,Digital Output #2,Digital Output #3,Digital Output #4,Digital Output #5,Digital Output #6,Digital Output #7,Digital Output #8,Digital Output #9,Digital Output #10,System Temperature (C),Measured Lambda #1,
316.896,4775,38.0,84.0,0.3,58.81,13.80,2.73,100.0,100.0,100.6,16.1,0,0,0,0,0,0,0,0,37.93,77.0,1,1,1,0,0,0,0,0,0,0,33,0.86,
316.946,5153,38.0,84.0,1.1,59.78,13.80,2.85,100.0,100.0,100.6,19.0,0,0,0,0,0,0,0,0,42.61,77.0,1,1,1,0,0,0,0,0,0,0,33,0.88,
316.996,4962,38.0,84.0,1.2,61.02,13.80,2.92,100.0,100.0,100.6,19.5,0,0,0,0,0,0,0,0,41.98,77.0,1,1,1,0,0,0,0,0,0,0,33,0.81,
317.046,4739,38.0,84.0,1.2,62.19,13.80,2.98,100.0,100.0,100.6,20.8,0,0,0,0,0,0,0,0,40.09,77.0,1,1,1,0,0,0,0,0,0,0,33,0.81,
317.096,4461,38.0,84.0,1.3,63.29,13.80,2.96,100.0,100.0,100.6,21.5,0,0,0,0,0,0,0,0,35.21,77.0,1,1,1,0,0,0,0,0,0,0,33,0.77,
317.146,4506,38.0,84.0,1.4,63.57,13.80,3.09,100.0,100.0,100.6,22.3,0,0,0,0,0,0,0,0,35.71,77.0,1,1,1,0,0,0,0,0,0,0,33,0.78,
317.196,4800,39.0,84.0,2.3,64.95,13.80,3.18,100.0,100.0,100.6,23.0,0,0,0,0,0,0,0,0,38.33,77.0,1,1,1,0,0,0,0,0,0,0,33,0.80,
317.246,4698,39.0,84.0,3.1,67.15,13.80,3.29,100.0,100.0,100.6,22.8,0,0,0,0,0,0,0,0,37.93,77.0,1,1,1,0,0,0,0,0,0,0,33,0.77,
317.297,4581,39.0,84.0,3.4,68.67,13.80,3.40,100.0,100.0,100.6,22.5,0,0,0,0,0,0,0,0,36.13,77.0,1,1,1,0,0,0,0,0,0,0,33,0.77,
317.346,4557,39.0,84.0,3.6,69.43,13.80,3.45,100.0,100.0,100.6,22.4,0,0,0,0,0,0,0,0,36.01,77.0,1,1,1,0,0,0,0,0,0,0,33,0.77,
317.396,4621,39.0,84.0,4.0,71.02,13.80,3.51,100.0,100.0,100.6,22.6,0,0,0,0,0,0,0,0,35.54,77.0,1,1,1,0,0,0,0,0,0,0,33,0.75,
317.446,4630,39.0,84.0,5.4,73.02,13.80,3.49,100.0,100.0,100.6,22.6,0,0,0,0,0,0,0,0,36.31,77.0,1,1,1,0,0,0,0,0,0,0,33,0.74,
317.496,4658,39.0,84.0,6.3,74.88,13.80,3.44,100.0,100.0,100.6,22.7,0,0,0,0,0,0,0,0,36.28,77.0,1,1,1,0,0,0,0,0,0,0,33,0.74,
317.546,4747,39.0,84.0,8.4,78.19,13.80,3.50,100.0,100.0,100.6,22.9,0,0,0,0,0,0,0,0,36.78,77.0,1,1,1,0,0,0,0,0,0,0,33,0.74,
317.596,5049,39.0,84.0,10.3,81.22,13.80,3.65,100.0,100.0,100.6,23.6,0,0,0,0,0,0,0,0,39.72,77.0,1,1,1,0,0,0,0,0,0,0,33,0.74,
317.645,5131,39.0,84.0,11.2,83.98,13.80,3.79,100.0,100.0,100.6,23.6,0,0,0,0,0,0,0,0,40.71,77.0,1,1,1,0,0,0,0,0,0,0,33,0.74,
317.695,4713,39.0,84.0,11.4,86.74,13.80,3.98,100.0,100.0,100.6,22.3,0,0,0,0,0,0,0,0,36.93,77.0,1,1,1,0,0,0,0,0,0,0,33,0.74,
317.745,4672,39.0,84.0,13.1,88.11,13.80,4.03,100.0,100.0,100.6,22.2,0,0,0,0,0,0,0,0,36.51,77.0,1,1,1,0,0,0,0,0,0,0,33,0.78,
317.795,5089,39.0,84.0,18.7,92.11,13.80,4.17,100.0,100.0,100.6,23.3,0,0,0,0,0,0,0,0,39.57,77.0,1,1,1,0,0,0,0,0,0,0,33,0.78,
317.845,4905,39.0,84.0,19.2,94.11,13.80,4.15,100.0,100.0,100.6,22.7,0,0,0,0,0,0,0,0,39.24,77.0,1,1,1,0,0,0,0,0,0,0,33,0.79,
317.895,4653,39.0,84.0,15.4,93.91,13.80,4.12,100.0,100.0,100.6,22.2,0,0,0,0,0,0,0,0,36.48,77.0,1,1,1,0,0,0,0,0,0,0,33,0.84,
317.945,4690,39.0,84.0,13.4,92.11,13.80,4.10,100.0,100.0,100.6,22.2,0,0,0,0,0,0,0,0,36.31,77.0,1,1,1,0,0,0,0,0,0,0,33,0.84,
317.995,4926,39.0,84.0,13.2,90.87,13.80,4.14,100.0,100.0,100.6,22.8,0,0,0,0,0,0,0,0,38.57,77.0,1,1,1,0,0,0,0,0,0,0,33,0.88,
318.045,4852,39.0,84.0,4.8,87.29,13.80,4.13,100.0,100.0,100.6,22.6,0,0,0,0,0,0,0,0,39.13,77.0,1,1,1,0,0,0,0,0,0,0,33,0.86,
318.095,4453,39.0,84.0,0.2,79.43,13.80,3.62,100.0,100.0,100.6,22.2,0,0,0,0,0,0,0,0,34.66,77.0,1,1,1,0,0,0,0,0,0,0,33,0.83,
318.145,4327,39.0,84.0,0.2,74.05,13.80,3.50,100.0,100.0,100.6,21.9,0,0,0,0,0,0,0,0,34.12,77.0,1,1,1,0,0,0,0,0,0,0,33,0.80,
318.195,4186,39.0,84.0,0.2,70.74,13.80,3.52,100.0,100.0,100.6,21.6,0,0,0,0,0,0,0,0,32.90,77.0,1,1,1,0,0,0,0,0,0,0,33,0.80,
318.245,4311,39.0,84.0,0.2,68.53,13.80,3.40,100.0,100.0,100.6,21.9,0,0,0,0,0,0,0,0,32.38,77.0,1,1,1,0,0,0,0,0,0,0,33,0.78,
318.295,4803,39.0,84.0,0.3,67.22,13.80,3.36,100.0,100.0,100.6,23.0,0,0,0,0,0,0,0,0,37.41,77.0,1,1,1,0,0,0,0,0,0,0,33,0.78,
318.347,4499,39.0,84.0,0.4,66.67,13.80,3.27,100.0,100.0,100.6,22.3,0,0,0,0,0,0,0,0,36.13,77.0,1,1,1,0,0,0,0,0,0,0,33,0.78,
318.395,4267,39.0,84.0,0.5,65.57,13.80,3.09,100.0,100.0,100.6,21.8,0,0,0,0,0,0,0,0,33.80,77.0,1,1,1,0,0,0,0,0,0,0,33,0.85,
318.445,4443,39.0,84.0,0.8,64.67,13.80,3.17,100.0,100.0,100.6,22.2,0,0,0,0,0,0,0,0,34.74,77.0,1,1,1,0,0,0,0,0,0,0,33,0.85,
318.495,4357,39.0,84.0,4.2,66.81,13.80,3.13,100.0,100.0,100.6,22.0,0,0,0,0,0,0,0,0,34.57,77.0,1,1,1,0,0,0,0,0,0,0,33,0.91,
318.545,4308,39.0,84.0,5.5,71.22,13.80,3.46,100.0,100.0,100.6,21.9,0,0,0,0,0,0,0,0,34.30,77.0,1,1,1,0,0,0,0,0,0,0,33,0.87,
318.595,4509,39.0,84.0,6.1,73.70,13.80,3.48,100.0,100.0,100.6,22.3,0,0,0,0,0,0,0,0,35.66,77.0,1,1,1,0,0,0,0,0,0,0,33,0.87,
318.645,4512,39.0,84.0,8.0,77.63,13.80,3.48,100.0,100.0,100.6,22.3,0,0,0,0,0,0,0,0,35.98,77.0,1,1,1,0,0,0,0,0,0,0,33,0.80,
318.695,4662,39.0,84.0,9.4,80.46,13.80,3.55,100.0,100.0,100.6,22.7,0,0,0,0,0,0,0,0,37.41,77.0,1,1,1,0,0,0,0,0,0,0,33,0.79,
318.745,4660,39.0,84.0,10.4,83.15,13.80,3.80,100.0,100.0,100.6,22.5,0,0,0,0,0,0,0,0,37.73,77.0,1,1,1,0,0,0,0,0,0,0,33,0.72,
318.795,4504,39.0,84.0,10.5,85.63,13.80,3.92,100.0,100.0,100.6,22.0,0,0,0,0,0,0,0,0,36.21,77.0,1,1,1,0,0,0,0,0,0,0,33,0.73,
318.845,4392,39.0,84.0,10.5,86.53,13.80,3.97,100.0,100.0,100.6,21.8,0,0,0,0,0,0,0,0,35.34,77.0,1,1,1,0,0,0,0,0,0,0,33,0.73,
318.895,4473,39.0,84.0,10.6,87.01,13.80,3.98,100.0,100.0,100.6,21.8,0,0,0,0,0,0,0,0,35.66,77.0,1,1,1,0,0,0,0,0,0,0,33,0.76,
318.945,4433,39.0,84.0,10.7,87.56,13.80,3.99,100.0,100.0,100.6,21.8,0,0,0,0,0,0,0,0,35.48,77.0,1,1,1,0,0,0,0,0,0,0,33,0.76,
318.995,4393,39.0,84.0,7.9,85.98,13.80,3.98,100.0,100.0,100.6,21.8,0,0,0,0,0,0,0,0,34.69,77.0,1,1,1,0,0,0,0,0,0,0,33,0.77,
319.045,4429,39.0,84.0,7.1,84.18,13.80,3.91,100.0,100.0,100.6,21.9,0,0,0,0,0,0,0,0,34.97,77.0,1,1,1,0,0,0,0,0,0,0,33,0.75,
319.095,4364,39.0,84.0,6.5,82.94,13.80,3.77,100.0,100.0,100.6,21.9,0,0,0,0,0,0,0,0,34.09,77.0,1,1,1,0,0,0,0,0,0,0,33,0.75,
319.145,4444,39.0,84.0,6.0,81.01,13.80,3.69,100.0,100.0,100.6,22.2,0,0,0,0,0,0,0,0,34.72,77.0,1,1,1,0,0,0,0,0,0,0,33,0.73,
319.196,4475,39.0,84.0,5.9,81.29,13.80,3.63,100.0,100.0,100.6,22.3,0,0,0,0,0,0,0,0,34.52,77.0,1,1,1,0,0,0,0,0,0,0,33,0.72,
319.245,4488,39.0,84.0,5.9,80.05,13.80,3.61,100.0,100.0,100.6,22.3,0,0,0,0,0,0,0,0,35.81,77.0,1,1,1,0,0,0,0,0,0,0,33,0.71,
319.295,4409,39.0,84.0,6.0,80.81,13.80,3.61,100.0,100.0,100.6,22.1,0,0,0,0,0,0,0,0,34.72,77.0,1,1,1,0,0,0,0,0,0,0,33,0.70,
319.345,4344,39.0,84.0,6.9,80.39,13.80,3.63,100.0,100.0,100.6,22.0,0,0,0,0,0,0,0,0,33.87,77.0,1,1,1,0,0,0,0,0,0,0,33,0.70,
319.395,4427,39.0,84.0,11.7,83.22,13.80,3.66,100.0,100.0,100.6,22.1,0,0,0,0,0,0,0,0,34.62,77.0,1,1,1,0,0,0,0,0,0,0,33,0.71,
319.445,4650,39.0,84.0,17.3,90.53,13.80,4.07,100.0,100.0,100.6,22.2,0,0,0,0,0,0,0,0,36.01,77.0,1,1,1,0,0,0,0,0,0,0,33,0.70,
319.495,4763,39.0,84.0,18.9,94.32,13.80,4.11,100.0,100.0,100.6,22.4,0,0,0,0,0,0,0,0,37.41,77.0,1,1,1,0,0,0,0,0,0,0,33,0.70,
319.545,4762,39.0,84.0,19.6,95.35,13.80,4.18,100.0,100.0,100.6,22.4,0,0,0,0,0,0,0,0,36.28,77.0,1,1,1,0,0,0,0,0,0,0,33,0.72,
319.595,4741,39.0,84.0,20.9,95.97,13.80,4.20,100.0,100.0,100.6,22.4,0,0,0,0,0,0,0,0,37.10,77.0,1,1,1,0,0,0,0,0,0,0,33,0.72,
319.645,4985,39.0,84.0,22.0,96.87,13.80,4.25,100.0,100.0,100.6,22.9,0,0,0,0,0,0,0,0,39.59,77.0,1,1,1,0,0,0,0,0,0,0,33,0.81,
319.695,4809,39.0,84.0,22.5,97.35,13.80,4.24,100.0,100.0,100.6,22.5,0,0,0,0,0,0,0,0,38.15,77.0,1,1,1,0,0,0,0,0,0,0,33,0.85,
319.745,4814,39.0,84.0,23.1,97.42,13.80,4.25,100.0,100.0,100.6,22.5,0,0,0,0,0,0,0,0,38.73,77.0,1,1,1,0,0,0,0,0,0,0,33,0.85,
319.795,5053,39.0,84.0,25.0,97.42,13.80,4.32,100.0,100.0,100.6,23.1,0,0,0,0,0,0,0,0,40.54,77.0,1,1,1,0,0,0,0,0,0,0,33,0.84,
319.845,4957,39.0,84.0,25.1,97.84,13.80,4.30,100.0,100.0,100.6,22.9,0,0,0,0,0,0,0,0,39.72,77.0,1,1,1,0,0,0,0,0,0,0,33,0.84,
319.896,4865,39.0,84.0,25.1,98.18,13.80,4.28,100.0,100.0,100.6,22.6,0,0,0,0,0,0,0,0,38.35,77.0,1,1,1,0,0,0,0,0,0,0,33,0.83,
319.946,4850,39.0,84.0,25.2,98.53,13.80,4.28,100.0,100.0,100.6,22.6,0,0,0,0,0,0,0,0,38.95,77.0,1,1,1,0,0,0,0,0,0,0,33,0.81,
319.995,4932,39.0,84.0,25.2,98.39,13.80,4.30,100.0,100.0,100.6,22.8,0,0,0,0,0,0,0,0,39.59,77.0,1,1,1,0,0,0,0,0,0,0,33,0.81,
320.045,4799,39.0,84.0,25.1,98.39,13.80,4.27,100.0,100.0,100.6,22.5,0,0,0,0,0,0,0,0,38.38,77.0,1,1,1,0,0,0,0,0,0,0,33,0.80,
320.095,4912,39.0,84.0,25.1,98.18,13.80,4.29,100.0,100.0,100.6,22.7,0,0,0,0,0,0,0,0,39.32,77.0,1,1,1,0,0,0,0,0,0,0,33,0.80,
320.145,4955,39.0,84.0,25.1,97.56,13.80,4.30,100.0,100.0,100.6,22.8,0,0,0,0,0,0,0,0,40.87,77.0,1,1,1,0,0,0,0,0,0,0,33,0.80,
320.195,4960,39.0,84.0,25.0,98.18,13.80,4.30,100.0,100.0,100.6,22.9,0,0,0,0,0,0,0,0,40.41,77.0,1,1,1,0,0,0,0,0,0,0,33,0.80,
320.245,5077,39.0,84.0,25.0,97.42,13.80,4.32,100.0,100.0,100.6,23.2,0,0,0,0,0,0,0,0,41.54,77.0,1,1,1,0,0,0,0,0,0,0,33,0.80,
320.295,5186,39.0,84.0,25.0,97.49,13.80,4.33,100.0,100.0,100.6,23.3,0,0,0,0,0,0,0,0,42.05,77.0,1,1,1,0,0,0,0,0,0,0,33,0.76,
320.345,5266,39.0,84.0,25.1,96.73,13.80,4.32,100.0,100.0,100.0,23.9,0,0,0,0,0,0,0,0,44.05,77.0,1,1,1,0,0,0,0,0,0,0,33,0.76,
320.395,5129,39.0,86.0,25.1,98.11,13.80,4.31,100.0,100.0,100.0,23.4,0,0,0,0,0,0,0,0,41.71,77.0,1,1,1,0,0,0,0,0,0,0,33,0.76,
320.445,5242,39.0,84.0,25.1,96.94,13.80,4.33,100.0,100.0,100.0,23.7,0,0,0,0,0,0,0,0,43.68,77.0,1,1,1,0,0,0,0,0,0,0,33,0.75,
320.495,5426,39.0,84.0,24.7,96.73,13.80,4.36,100.0,100.0,100.6,24.4,0,0,0,0,0,0,0,0,45.02,77.0,1,1,1,0,0,0,0,0,0,0,33,0.75,
320.545,5152,39.0,86.0,19.8,95.22,13.80,4.25,100.0,100.0,100.6,23.5,0,0,0,0,0,0,0,0,42.85,77.0,1,1,1,0,0,0,0,0,0,0,33,0.76,
320.595,5411,39.0,86.0,19.7,94.66,13.80,4.26,100.0,100.0,100.0,24.4,0,0,0,0,0,0,0,0,43.23,77.0,1,1,1,0,0,0,0,0,0,0,33,0.75,
320.645,5660,39.0,84.0,19.6,92.39,13.80,4.35,100.0,100.0,100.0,25.0,0,0,0,0,0,0,0,0,47.56,77.0,1,1,1,0,0,0,0,0,0,0,33,0.75,
320.695,5295,39.0,84.0,19.5,92.53,13.80,4.18,100.0,100.0,100.0,24.0,0,0,0,0,0,0,0,0,45.45,77.0,1,1,1,0,0,0,0,0,0,0,33,0.73,
320.745,5335,39.0,86.0,19.5,94.39,13.80,4.21,100.0,100.0,100.6,24.1,0,0,0,0,0,0,0,0,45.30,77.0,1,1,1,0,0,0,0,0,0,0,33,0.73,
320.795,5854,39.0,86.0,19.8,91.22,13.80,4.47,100.0,100.0,100.0,25.4,0,0,0,0,0,0,0,0,49.70,77.0,1,1,1,0,0,0,0,0,0,0,33,0.69,
320.845,5728,39.0,86.0,20.1,91.01,13.80,4.38,100.0,100.0,100.0,25.1,0,0,0,0,0,0,0,0,49.40,77.0,1,1,1,0,0,0,0,0,0,0,33,0.72,
320.896,5525,39.0,86.0,19.6,91.98,13.80,4.26,100.0,100.0,100.0,24.6,0,0,0,0,0,0,0,0,48.11,77.0,1,1,1,0,0,0,0,0,0,0,33,0.72,
320.945,5573,39.0,86.0,19.1,91.84,13.80,4.30,100.0,100.0,100.0,24.8,0,0,0,0,0,0,0,0,47.21,77.0,1,1,1,0,0,0,0,0,0,0,33,0.70,
320.995,5963,39.0,86.0,19.1,89.91,13.80,4.50,100.0,100.0,100.0,25.7,0,0,0,0,0,0,0,0,49.05,77.0,1,1,1,0,0,0,0,0,0,0,33,0.69,
321.045,5850,39.0,86.0,18.3,89.63,13.80,4.42,100.0,100.0,100.0,25.4,0,0,0,0,0,0,0,0,49.52,77.0,1,1,1,0,0,0,0,0,0,0,33,0.68,
321.095,5696,39.0,86.0,0.3,79.63,13.80,3.92,100.0,100.0,100.0,24.7,0,0,0,0,0,0,0,0,48.41,77.0,1,1,1,0,0,0,0,0,0,0,33,0.73,
321.145,5331,39.0,86.0,0.2,70.12,13.80,3.33,100.0,100.0,100.0,24.2,0,0,0,0,0,0,0,0,44.05,77.0,1,1,1,0,0,0,0,0,0,0,33,0.73,
321.195,4981,39.0,86.0,4.3,69.36,13.80,3.39,100.0,100.0,100.0,23.5,0,0,0,0,0,0,0,0,41.94,77.0,1,1,1,0,0,0,0,0,0,0,33,0.75,
321.245,5717,39.0,86.0,5.0,69.43,13.80,3.46,100.0,100.0,100.0,24.8,0,0,0,0,0,0,0,0,47.06,77.0,1,1,1,0,0,0,0,0,0,0,33,0.78,
321.295,5800,39.0,86.0,5.3,66.95,13.80,3.26,100.0,100.0,100.0,24.9,0,0,0,0,0,0,0,0,50.20,77.0,1,1,1,0,0,0,0,0,0,0,33,0.79,
321.345,5723,39.0,86.0,6.0,66.67,13.80,3.24,100.0,100.0,100.0,24.8,0,0,0,0,0,0,0,0,48.68,77.0,1,1,1,0,0,0,0,0,0,0,33,0.81,
321.395,5651,39.0,86.0,6.2,67.09,13.80,3.24,100.0,100.0,100.0,24.7,0,0,0,0,0,0,0,0,48.70,77.0,1,1,1,0,0,0,0,0,0,0,33,0.81,
321.445,5514,39.0,86.0,6.2,68.53,13.80,3.24,100.0,100.0,100.0,24.5,0,0,0,0,0,0,0,0,47.91,77.0,1,1,1,0,0,0,0,0,0,0,33,0.75,
321.495,5327,39.0,86.0,6.2,70.74,13.80,3.31,100.0,100.0,100.0,24.2,0,0,0,0,0,0,0,0,44.17,77.0,1,1,1,0,0,0,0,0,0,0,33,0.74,
321.545,5321,39.0,86.0,6.2,72.19,13.80,3.33,100.0,100.0,100.0,24.2,0,0,0,0,0,0,0,0,44.40,77.0,1,1,1,0,0,0,0,0,0,0,33,0.74,
321.595,5821,39.0,86.0,6.4,71.91,13.80,3.62,100.0,100.0,100.0,24.9,0,0,0,0,0,0,0,0,48.43,77.0,1,1,1,0,0,0,0,0,0,0,33,0.79,
321.645,5900,39.0,86.0,7.0,69.29,13.80,3.49,100.0,100.0,100.0,24.9,0,0,0,0,0,0,0,0,51.09,77.0,1,1,1,0,0,0,0,0,0,0,33,0.78,
321.695,5987,39.0,86.0,7.8,68.95,13.80,3.38,100.0,100.0,100.0,25.2,0,0,0,0,0,0,0,0,51.02,77.0,1,1,1,0,0,0,0,0,0,0,33,0.71,
321.744,5386,39.0,86.0,8.2,71.64,13.80,3.30,100.0,100.0,100.0,24.3,0,0,0,0,0,0,0,0,46.37,77.0,1,1,1,0,0,0,0,0,0,0,33,0.70,
321.794,5103,39.0,86.0,8.9,76.39,13.80,3.40,100.0,100.0,100.0,23.7,0,0,0,0,0,0,0,0,41.63,77.0,1,1,1,0,0,0,0,0,0,0,33,0.70,
321.844,5382,39.0,86.0,11.8,80.19,13.80,3.56,100.0,100.0,100.0,24.3,0,0,0,0,0,0,0,0,43.68,77.0,1,1,1,0,0,0,0,0,0,0,33,0.70,
321.896,5870,39.0,86.0,12.7,82.32,13.80,3.98,100.0,100.0,100.0,24.9,0,0,0,0,0,0,0,0,48.51,77.0,1,1,1,0,0,0,0,0,0,0,33,0.71,
321.944,6448,39.0,86.0,12.8,79.29,13.80,3.56,100.0,100.0,100.0,26.9,0,0,0,0,0,0,0,0,56.05,77.0,1,1,1,0,0,0,0,0,0,0,33,0.74,
321.994,5876,39.0,86.0,12.8,79.84,13.80,3.89,100.0,100.0,100.0,25.0,0,0,0,0,0,0,0,0,50.97,77.0,1,1,1,0,0,0,0,0,0,0,33,0.76,
322.044,5616,39.0,86.0,12.8,81.15,13.80,3.75,100.0,100.0,100.0,24.7,0,0,0,0,0,0,0,0,48.20,77.0,1,1,1,0,0,0,0,0,0,0,33,0.76,
322.094,5741,39.0,86.0,13.2,82.60,13.80,3.91,100.0,100.0,100.0,24.8,0,0,0,0,0,0,0,0,47.46,77.0,1,1,1,0,0,0,0,0,0,0,33,0.79,
322.144,6135,39.0,86.0,16.0,83.01,13.80,3.79,100.0,100.0,100.0,25.8,0,0,0,0,0,0,0,0,52.59,77.0,1,1,1,0,0,0,0,0,0,0,33,0.74,
322.194,6177,39.0,86.0,16.4,83.63,13.80,4.02,100.0,100.0,100.0,26.0,0,0,0,0,0,0,0,0,52.12,77.0,1,1,1,0,0,0,0,0,0,0,33,0.72,
322.244,6359,39.0,86.0,17.3,83.36,13.80,3.86,100.0,100.0,100.0,26.6,0,0,0,0,0,0,0,0,57.29,77.0,1,1,1,0,0,0,0,0,0,0,33,0.80,
322.294,5804,39.0,86.0,17.5,87.29,13.80,4.18,100.0,100.0,100.0,24.9,0,0,0,0,0,0,0,0,52.06,77.0,1,1,1,0,0,0,0,0,0,0,33,0.79,
322.344,6189,39.0,86.0,17.5,86.53,13.80,4.36,100.0,100.0,100.0,26.0,0,0,0,0,0,0,0,0,52.27,77.0,1,1,1,0,0,0,0,0,0,0,33,0.85,
322.394,6404,39.0,86.0,17.3,85.84,13.80,4.29,100.0,100.0,100.0,26.8,0,0,0,0,0,0,0,0,54.13,77.0,1,1,1,0,0,0,0,0,0,0,33,0.82,
322.444,6510,39.0,86.0,16.6,84.05,13.80,4.07,100.0,100.0,100.0,27.0,0,0,0,0,0,0,0,0,56.57,77.0,1,1,1,0,0,0,0,0,0,0,33,0.82,
322.494,6777,39.0,86.0,13.6,80.39,13.80,3.69,100.0,100.0,100.0,28.0,0,0,0,0,0,0,0,0,61.32,77.0,1,1,1,0,0,0,0,0,0,0,33,0.84,
322.544,6016,39.0,86.0,6.8,76.19,13.80,3.65,100.0,100.0,100.0,25.4,0,0,0,0,0,0,0,0,53.34,77.0,1,1,1,0,0,0,0,0,0,0,33,0.84,
322.594,5639,39.0,86.0,5.7,72.53,13.80,3.45,100.0,100.0,100.0,24.7,0,0,0,0,0,0,0,0,49.92,77.0,1,1,1,0,0,0,0,0,0,0,33,0.77,
322.644,5529,39.0,86.0,6.1,71.50,13.80,3.35,100.0,100.0,100.0,24.6,0,0,0,0,0,0,0,0,46.94,77.0,1,1,1,0,0,0,0,0,0,0,33,0.74,
322.694,5580,39.0,86.0,7.1,72.05,13.80,3.40,100.0,100.0,100.0,24.6,0,0,0,0,0,0,0,0,47.95,77.0,1,1,1,0,0,0,0,0,0,0,33,0.74,
322.744,5683,39.0,86.0,7.2,72.39,13.80,3.49,100.0,100.0,100.0,24.7,0,0,0,0,0,0,0,0,47.44,77.0,1,1,1,0,0,0,0,0,0,0,33,0.76,
322.794,6022,39.0,86.0,8.5,70.67,13.80,3.56,100.0,100.0,100.0,25.3,0,0,0,0,0,0,0,0,51.09,77.0,1,1,1,0,0,0,0,0,0,0,33,0.75,
322.844,6355,39.0,86.0,12.6,72.88,13.80,3.36,100.0,100.0,100.0,26.1,0,0,0,0,0,0,0,0,54.55,77.0,1,1,1,0,0,0,0,0,0,0,33,0.72,
322.894,6269,39.0,86.0,13.2,76.32,13.80,3.42,100.0,100.0,100.0,25.9,0,0,0,0,0,0,0,0,55.95,77.0,1,1,1,0,0,0,0,0,0,0,33,0.69,
322.944,6686,39.0,86.0,13.3,76.19,13.80,3.54,100.0,100.0,100.0,27.7,0,0,0,0,0,0,0,0,57.84,77.0,1,1,1,0,0,0,0,0,0,0,33,0.69,
322.994,6710,39.0,86.0,13.7,75.29,13.80,3.51,100.0,100.0,100.0,27.8,0,0,0,0,0,0,0,0,61.45,77.0,1,1,1,0,0,0,0,0,0,0,33,0.80,
323.044,5785,39.0,86.0,13.9,80.12,13.80,3.78,100.0,100.0,100.0,24.8,0,0,0,0,0,0,0,0,51.22,77.0,1,1,1,0,0,0,0,0,0,0,33,0.79,
323.094,5627,39.0,86.0,13.9,83.22,13.80,3.86,100.0,100.0,100.0,24.7,0,0,0,0,0,0,0,0,48.08,77.0,1,1,1,0,0,0,0,0,0,0,33,0.78,
323.144,6087,39.0,86.0,17.3,85.01,13.80,4.22,100.0,100.0,100.0,25.7,0,0,0,0,0,0,0,0,49.88,77.0,1,1,1,0,0,0,0,0,0,0,33,0.79,
323.194,6508,39.0,86.0,17.8,84.05,13.80,4.11,100.0,100.0,100.0,27.1,0,0,0,0,0,0,0,0,55.38,77.0,1,1,1,0,0,0,0,0,0,0,33,0.79,
323.244,5766,39.0,86.0,17.0,87.01,13.80,4.15,100.0,100.0,100.0,24.8,0,0,0,0,0,0,0,0,49.92,77.0,1,1,1,0,0,0,0,0,0,0,33,0.77,
323.294,5773,39.0,86.0,16.0,87.29,13.80,4.25,100.0,100.0,100.0,25.0,0,0,0,0,0,0,0,0,49.33,77.0,1,1,1,0,0,0,0,0,0,0,33,0.87,
323.344,6117,39.0,86.0,16.9,85.70,13.80,4.24,100.0,100.0,100.0,25.8,0,0,0,0,0,0,0,0,52.21,77.0,1,1,1,0,0,0,0,0,0,0,33,0.87,
323.394,5946,39.0,86.0,17.7,87.22,13.80,4.30,100.0,100.0,100.0,25.3,0,0,0,0,0,0,0,0,50.87,77.0,1,1,1,0,0,0,0,0,0,0,33,0.77,
323.444,6102,39.0,86.0,17.8,86.94,13.80,4.35,100.0,100.0,100.0,25.8,0,0,0,0,0,0,0,0,50.89,77.0,1,1,1,0,0,0,0,0,0,0,33,0.77,
323.494,6043,39.0,86.0,17.4,86.94,13.80,4.32,100.0,100.0,100.0,25.6,0,0,0,0,0,0,0,0,52.09,77.0,1,1,1,0,0,0,0,0,0,0,33,0.82,
323.544,6124,39.0,86.0,17.2,86.46,13.80,4.33,100.0,100.0,100.0,25.8,0,0,0,0,0,0,0,0,50.57,77.0,1,1,1,0,0,0,0,0,0,0,33,0.83,
323.594,6373,39.0,86.0,16.2,84.25,13.80,4.22,100.0,100.0,100.0,26.7,0,0,0,0,0,0,0,0,54.13,77.0,1,1,1,0,0,0,0,0,0,0,33,0.84,
323.644,6446,39.0,86.0,16.3,82.87,13.80,3.90,100.0,100.0,100.0,26.9,0,0,0,0,0,0,0,0,55.35,77.0,1,1,1,0,0,0,0,0,0,0,33,0.84,
323.694,6366,39.0,86.0,11.5,81.36,13.80,3.79,100.0,100.0,100.0,26.6,0,0,0,0,0,0,0,0,55.13,77.0,1,1,1,0,0,0,0,0,0,0,33,0.84,
323.744,6213,39.0,86.0,8.0,74.67,13.80,3.48,100.0,100.0,100.0,25.9,0,0,0,0,0,0,0,0,52.21,77.0,1,1,1,0,0,0,0,0,0,0,33,0.82,
323.795,6327,39.0,86.0,8.0,71.91,13.80,3.35,100.0,100.0,100.0,26.0,0,0,0,0,0,0,0,0,53.91,77.0,1,1,1,0,0,0,0,0,0,0,33,0.78,
